$GPRMC,164009.00,A,5030.3623,N,3027.2158,E,0.00,195.64,191213
$GPRMC,164010.00,A,5030.3623,N,3027.2158,E,0.00,195.64,191213
$GPRMC,164011.00,A,5030.3623,N,3027.2158,E,0.00,195.64,191213
$GPRMC,164012.00,A,5030.3623,N,3027.2158,E,0.00,195.64,191213
$GPRMC,164013.00,A,5030.3623,N,3027.2158,E,0.00,195.64,191213
$GPRMC,164014.00,A,5030.3623,N,3027.2158,E,0.00,195.64,191213
$GPRMC,164015.00,A,5030.3623,N,3027.2158,E,0.00,195.64,191213
$GPRMC,164016.00,A,5030.3623,N,3027.2158,E,0.00,195.64,191213
$GPRMC,164017.00,A,5030.3623,N,3027.2158,E,0.00,195.64,191213
$GPRMC,164018.00,A,5030.3623,N,3027.2158,E,0.00,195.64,191213
$GPRMC,164019.00,A,5030.3623,N,3027.2158,E,0.00,195.64,191213
$GPRMC,164020.00,A,5030.3623,N,3027.2158,E,0.00,195.64,191213
$GPRMC,164021.00,A,5030.3623,N,3027.2158,E,0.00,195.64,191213
$GPRMC,164022.00,A,5030.3623,N,3027.2158,E,0.00,195.64,191213
$GPRMC,164023.00,A,5030.3623,N,3027.2158,E,0.00,195.64,191213
$GPRMC,164024.00,A,5030.3623,N,3027.2158,E,0.00,195.64,191213
$GPRMC,164025.00,A,5030.3623,N,3027.2158,E,0.00,195.64,191213
$GPRMC,164026.00,A,5030.3623,N,3027.2158,E,0.00,195.64,191213
$GPRMC,164027.00,A,5030.3623,N,3027.2158,E,0.00,195.64,191213
$GPRMC,164028.00,A,5030.3623,N,3027.2158,E,0.00,195.64,191213
$GPRMC,164029.00,A,5030.3623,N,3027.2158,E,0.00,195.64,191213
$GPRMC,164030.00,A,5030.3623,N,3027.2158,E,0.00,195.64,191213
$GPRMC,164031.00,A,5030.3623,N,3027.2158,E,0.00,195.64,191213
$GPRMC,164032.00,A,5030.3623,N,3027.2158,E,0.00,195.64,191213
$GPRMC,164033.00,A,5030.3623,N,3027.2158,E,0.00,195.64,191213
$GPRMC,164034.00,A,5030.3623,N,3027.2158,E,0.00,195.64,191213
$GPRMC,164035.00,A,5030.3623,N,3027.2158,E,0.00,195.64,191213
$GPRMC,164036.00,A,5030.3623,N,3027.2158,E,0.00,195.64,191213
$GPRMC,164037.00,A,5030.3623,N,3027.2158,E,0.00,195.64,191213
$GPRMC,164038.00,A,5030.3623,N,3027.2158,E,0.00,195.64,191213
$GPRMC,164039.00,A,5030.3623,N,3027.2158,E,0.00,195.64,191213
$GPRMC,164040.00,A,5030.3623,N,3027.2158,E,0.00,195.64,191213
$GPRMC,164041.00,A,5030.3623,N,3027.2158,E,0.00,195.64,191213
$GPRMC,164042.00,A,5030.3623,N,3027.2158,E,0.00,195.64,191213
$GPRMC,164043.00,A,5030.3623,N,3027.2158,E,0.00,195.64,191213
$GPRMC,164044.00,A,5030.3623,N,3027.2158,E,0.00,195.64,191213
$GPRMC,164045.00,A,5030.3623,N,3027.2158,E,0.00,195.64,191213
$GPRMC,164046.00,A,5030.3623,N,3027.2158,E,0.00,195.64,191213
$GPRMC,164047.00,A,5030.3623,N,3027.2158,E,0.00,195.64,191213
$GPRMC,164048.00,A,5030.3623,N,3027.2158,E,0.00,195.64,191213
